customer_code,first_name,last_name,email,phone,date_of_birth,gender,acquisition_date,customer_status
C00896,Abigail,Martinez,abigail.martinez584@email.com,+1-895-411-8122,1971-06-06,Male,2024-01-14,Active
C00897,Emma,Martin,emma.martin523@email.com,+1-613-967-3089,1985-06-02,Male,2024-03-05,Active
C00898,Sebastian,Johnson,sebastian.johnson1@email.com,+1-920-673-6885,1953-06-10,Female,2024-09-10,Active
C00899,Liam,Davis,liam.davis443@email.com,+1-919-704-7459,1963-06-08,Female,2023-04-01,Active
C00900,Elizabeth,Gonzalez,elizabeth.gonzalez391@email.com,+1-645-658-4460,1978-06-04,Male,2023-02-22,Active
C00901,Isabella,Miller,isabella.miller569@email.com,+1-593-963-6902,1990-06-01,Male,2023-10-31,Active
C00902,Isabella,Jones,isabella.jones12@email.com,+1-273-763-1257,1952-06-10,Other,2024-08-06,Active
C00903,Joseph,Perez,joseph.perez448@email.com,+1-339-186-3248,1953-06-10,Female,2023-03-15,Active
C00904,David,Lewis,david.lewis808@email.com,+1-912-718-7974,1979-06-04,Male,2023-04-03,Active
C00905,Scarlett,Wilson,scarlett.wilson566@email.com,+1-660-493-6821,1981-06-03,Male,2024-05-14,Active
C00906,Victoria,Smith,victoria.smith592@email.com,+1-710-967-4878,1991-06-01,Other,2023-01-02,Active
C00907,Sofia,Robinson,sofia.robinson560@email.com,+1-790-475-1548,1978-06-04,Other,2024-11-23,Active
C00908,Daniel,Brown,daniel.brown595@email.com,+1-693-807-2311,1962-06-08,Other,2024-08-08,Active
C00909,Samuel,Ramirez,samuel.ramirez769@email.com,+1-997-386-8617,1975-06-05,Male,2023-07-21,Active
C00910,Andrew,Williams,andrew.williams252@email.com,+1-683-745-2279,1974-06-05,Other,2023-01-31,Active
C00911,John,Martinez,john.martinez628@email.com,+1-254-451-9765,1979-06-04,Female,2024-12-20,Active
C00912,Scarlett,Lewis,scarlett.lewis481@email.com,+1-787-851-6431,1957-06-09,Female,2023-10-27,Active
C00913,Evelyn,Martinez,evelyn.martinez172@email.com,+1-236-811-5981,2005-05-28,Female,2023-06-03,Active
C00914,Ella,Jackson,ella.jackson174@email.com,+1-786-152-5780,1990-06-01,Male,2023-04-02,Active
C00915,Joseph,Williams,joseph.williams130@email.com,+1-717-178-5552,1969-06-06,Male,2024-04-17,Active
C00916,Henry,Rodriguez,henry.rodriguez879@email.com,+1-463-114-2827,1971-06-06,Male,2023-04-23,Active
C00917,William,Perez,william.perez458@email.com,+1-578-927-3873,1993-05-31,Other,2024-04-08,Active
C00918,Joseph,Garcia,joseph.garcia819@email.com,+1-740-982-1542,1999-05-30,Male,2024-01-15,Active
C00919,Victoria,Robinson,victoria.robinson842@email.com,+1-357-957-9125,1993-05-31,Female,2023-11-05,Active
C00920,Avery,White,avery.white653@email.com,+1-371-315-6653,1992-05-31,Other,2024-11-06,Active
C00921,Mason,Johnson,mason.johnson172@email.com,+1-675-508-8802,1961-06-08,Female,2024-02-27,Active
C00922,Grace,Davis,grace.davis389@email.com,+1-899-822-7390,1999-05-30,Female,2023-09-03,Active
C00923,Samuel,Ramirez,samuel.ramirez446@email.com,+1-212-395-8353,1988-06-01,Other,2023-12-06,Active
C00924,Samuel,Perez,samuel.perez979@email.com,+1-242-199-9704,1954-06-10,Female,2023-03-20,Active
C00925,Jackson,Martin,jackson.martin941@email.com,+1-867-978-5466,1991-06-01,Female,2024-01-23,Active
C00926,Sophia,Rodriguez,sophia.rodriguez671@email.com,+1-798-500-8554,1993-05-31,Other,2023-02-09,Active
C00927,John,Harris,john.harris200@email.com,+1-732-445-3947,2008-05-27,Other,2024-02-15,Active
C00928,Emma,Clark,emma.clark70@email.com,+1-212-521-2600,1965-06-07,Male,2023-07-13,Active
C00929,Avery,Lopez,avery.lopez225@email.com,+1-942-390-5127,2007-05-28,Male,2024-06-17,Active
C00930,Andrew,Williams,andrew.williams59@email.com,+1-808-772-4552,2001-05-29,Other,2023-04-28,Active
C00931,Mason,Williams,mason.williams877@email.com,+1-819-233-7159,1972-06-05,Other,2023-02-28,Active
C00932,James,Lewis,james.lewis114@email.com,+1-912-288-5150,1966-06-07,Female,2024-03-05,Active
C00933,Ava,Lee,ava.lee465@email.com,+1-483-887-7995,1959-06-09,Other,2023-01-23,Active
C00934,Abigail,Rodriguez,abigail.rodriguez166@email.com,+1-999-175-5543,1984-06-02,Female,2024-10-29,Active
C00935,Michael,Johnson,michael.johnson265@email.com,+1-471-282-8218,1996-05-30,Female,2024-10-21,Active
C00936,Andrew,Gonzalez,andrew.gonzalez183@email.com,+1-860-603-2776,1959-06-09,Other,2024-08-06,Active
C00937,Jackson,Miller,jackson.miller629@email.com,+1-858-208-8234,2006-05-28,Male,2024-04-10,Active
C00938,Ava,Williams,ava.williams586@email.com,+1-945-356-8305,1999-05-30,Female,2024-12-12,Active
C00939,Emma,Robinson,emma.robinson39@email.com,+1-880-499-5365,1987-06-02,Other,2024-07-29,Active
C00940,Matthew,Jackson,matthew.jackson4@email.com,+1-727-824-9039,1983-06-03,Female,2023-08-30,Active
C00941,Ava,Moore,ava.moore232@email.com,+1-203-493-8898,1974-06-05,Other,2024-08-29,Active
C00942,Emily,Hernandez,emily.hernandez699@email.com,+1-510-510-1904,2003-05-29,Other,2023-03-25,Active
C00943,Daniel,Moore,daniel.moore874@email.com,+1-548-182-8530,1996-05-30,Other,2024-03-10,Active
C00944,James,Moore,james.moore41@email.com,+1-593-776-4129,1984-06-02,Other,2024-02-29,Active
C00945,Sophia,Lee,sophia.lee706@email.com,+1-567-598-2390,1961-06-08,Female,2023-03-25,Active
C00946,Charlotte,Jones,charlotte.jones37@email.com,+1-397-125-4907,2004-05-28,Female,2023-08-19,Active
C00947,Grace,Lee,grace.lee316@email.com,+1-711-646-8361,1987-06-02,Male,2024-12-15,Active
C00948,Noah,Hernandez,noah.hernandez807@email.com,+1-938-143-7643,1957-06-09,Male,2024-09-01,Active
C00949,Samuel,Anderson,samuel.anderson963@email.com,+1-894-991-9791,1971-06-06,Other,2024-08-01,Active
C00950,Amelia,Robinson,amelia.robinson74@email.com,+1-237-853-3319,2007-05-28,Other,2023-08-19,Active
C00951,Ella,Robinson,ella.robinson941@email.com,+1-833-146-4976,2000-05-29,Other,2023-01-13,Active
C00952,Emma,Garcia,emma.garcia648@email.com,+1-251-414-2594,1998-05-30,Other,2023-09-21,Active
C00953,John,Williams,john.williams838@email.com,+1-308-216-9145,1994-05-31,Other,2023-05-02,Active
C00954,Ava,Sanchez,ava.sanchez208@email.com,+1-636-445-7586,1965-06-07,Male,2024-02-03,Active
C00955,Chloe,Moore,chloe.moore141@email.com,+1-529-956-4493,1997-05-30,Other,2024-11-15,Active
C00956,Michael,Williams,michael.williams124@email.com,+1-480-244-7801,1985-06-02,Other,2024-07-12,Active
C00957,Sebastian,Garcia,sebastian.garcia450@email.com,+1-449-695-1666,1958-06-09,Male,2024-08-17,Active
C00958,Andrew,Gonzalez,andrew.gonzalez797@email.com,+1-361-116-8978,2008-05-27,Male,2024-10-10,Active
C00959,James,Robinson,james.robinson92@email.com,+1-923-767-5648,1957-06-09,Other,2023-11-01,Active
C00960,Ella,Thompson,ella.thompson130@email.com,+1-411-246-5439,1982-06-03,Female,2023-07-15,Active
C00961,Lucas,Garcia,lucas.garcia626@email.com,+1-908-138-3949,2003-05-29,Other,2023-08-08,Active
C00962,Alexander,Lopez,alexander.lopez429@email.com,+1-204-671-4860,1975-06-05,Male,2024-06-18,Active
C00963,Sophia,Martin,sophia.martin371@email.com,+1-979-652-9315,1959-06-09,Female,2024-05-21,Active
C00964,Benjamin,Rodriguez,benjamin.rodriguez55@email.com,+1-398-215-3444,1977-06-04,Female,2023-01-30,Active
C00965,James,Garcia,james.garcia687@email.com,+1-244-155-6966,1981-06-03,Male,2024-03-15,Active
C00966,Harper,Hernandez,harper.hernandez632@email.com,+1-976-564-1709,2005-05-28,Other,2024-09-16,Active
C00967,Grace,Garcia,grace.garcia162@email.com,+1-229-596-9436,1951-06-11,Male,2024-09-04,Active
C00968,Lucas,White,lucas.white456@email.com,+1-806-693-6340,1961-06-08,Male,2023-10-29,Active
C00969,Abigail,Davis,abigail.davis798@email.com,+1-312-433-4731,1961-06-08,Male,2024-09-22,Active
C00970,Sofia,Ramirez,sofia.ramirez205@email.com,+1-584-325-2204,1977-06-04,Other,2023-09-06,Active
C00971,Noah,Lewis,noah.lewis447@email.com,+1-348-321-8454,1985-06-02,Female,2024-07-02,Active
C00972,Isabella,Anderson,isabella.anderson738@email.com,+1-398-747-6875,1987-06-02,Male,2024-03-30,Active
C00973,Isabella,Johnson,isabella.johnson709@email.com,+1-782-161-5597,1954-06-10,Male,2024-08-14,Active
C00974,David,Anderson,david.anderson429@email.com,+1-375-878-6629,1970-06-06,Female,2024-05-20,Active
C00975,Mia,Sanchez,mia.sanchez814@email.com,+1-853-726-3784,1954-06-10,Other,2023-05-20,Active
C00976,Amelia,Williams,amelia.williams422@email.com,+1-734-600-4546,1955-06-10,Female,2023-05-06,Active
C00977,David,Rodriguez,david.rodriguez15@email.com,+1-947-538-5041,1981-06-03,Female,2024-04-22,Active
C00978,John,Davis,john.davis914@email.com,+1-805-252-1083,2006-05-28,Male,2023-10-31,Active
C00979,Ella,White,ella.white788@email.com,+1-716-134-7974,1978-06-04,Female,2023-07-07,Active
C00980,Sophia,Anderson,sophia.anderson508@email.com,+1-446-185-1203,1982-06-03,Other,2023-01-22,Active
C00981,Benjamin,Jones,benjamin.jones368@email.com,+1-502-344-2486,1966-06-07,Female,2024-12-15,Active
C00982,Alexander,Garcia,alexander.garcia721@email.com,+1-670-978-1399,1959-06-09,Female,2023-09-23,Active
C00983,Isabella,Ramirez,isabella.ramirez721@email.com,+1-615-289-7068,1963-06-08,Female,2023-03-31,Active
C00984,Emma,Ramirez,emma.ramirez643@email.com,+1-272-494-6454,1990-06-01,Male,2023-07-07,Active
C00985,Jackson,Harris,jackson.harris277@email.com,+1-914-727-9887,1958-06-09,Male,2023-05-22,Active
C00986,Ethan,Martin,ethan.martin902@email.com,+1-543-853-1898,1985-06-02,Other,2023-07-23,Active
C00987,Noah,Brown,noah.brown393@email.com,+1-574-576-1669,1997-05-30,Female,2023-12-23,Active
C00988,Sebastian,Thompson,sebastian.thompson69@email.com,+1-774-826-4354,1993-05-31,Female,2024-08-12,Active
C00989,Grace,Brown,grace.brown665@email.com,+1-689-855-4437,1986-06-02,Female,2024-05-15,Active
C00990,Henry,Taylor,henry.taylor697@email.com,+1-633-383-1892,1986-06-02,Female,2024-10-28,Active
C00991,Avery,Thomas,avery.thomas514@email.com,+1-739-949-3010,1974-06-05,Other,2023-09-07,Active
C00992,Grace,Lewis,grace.lewis300@email.com,+1-662-735-7031,1957-06-09,Other,2023-02-11,Active
C00993,Ava,Miller,ava.miller914@email.com,+1-668-189-2313,1990-06-01,Male,2023-11-27,Active
C00994,Ava,Brown,ava.brown169@email.com,+1-482-214-3424,1953-06-10,Male,2023-08-11,Active
C00995,Benjamin,Taylor,benjamin.taylor975@email.com,+1-842-123-5803,1974-06-05,Other,2023-11-01,Active
C00996,Isabella,Thomas,isabella.thomas356@email.com,+1-630-554-1351,2004-05-28,Male,2024-03-08,Active
C00997,Liam,Ramirez,liam.ramirez822@email.com,+1-437-954-9513,1982-06-03,Female,2023-03-12,Active
C00998,John,Hernandez,john.hernandez672@email.com,+1-861-905-6346,1966-06-07,Other,2023-08-22,Active
C00999,Samuel,Clark,samuel.clark562@email.com,+1-655-568-5982,1951-06-11,Male,2023-05-31,Active
C01000,Alexander,Garcia,alexander.garcia809@email.com,+1-466-332-8933,1959-06-09,Female,2023-12-17,Active
C01001,Noah,Jones,noah.jones362@email.com,+1-491-566-3725,1963-06-08,Male,2023-04-08,Active
C01002,Grace,Martinez,grace.martinez187@email.com,+1-379-959-3514,2001-05-29,Male,2024-07-19,Active
C01003,Olivia,Hernandez,olivia.hernandez589@email.com,+1-329-551-5266,1995-05-31,Male,2023-12-19,Active
C01004,Sebastian,Thompson,sebastian.thompson36@email.com,+1-881-424-6633,1980-06-03,Female,2024-08-02,Active
C01005,Grace,Garcia,grace.garcia547@email.com,+1-508-224-1408,1959-06-09,Female,2023-11-13,Active
C01006,William,Anderson,william.anderson951@email.com,+1-527-259-1070,1987-06-02,Other,2023-06-21,Active
C01007,Evelyn,Thomas,evelyn.thomas918@email.com,+1-496-872-3409,1980-06-03,Other,2023-06-02,Active
C01008,Michael,Thompson,michael.thompson116@email.com,+1-949-590-1656,1973-06-05,Other,2024-08-11,Active
C01009,Mason,Martinez,mason.martinez26@email.com,+1-611-732-4610,2003-05-29,Female,2023-10-02,Active
C01010,Abigail,Johnson,abigail.johnson623@email.com,+1-856-299-9625,1996-05-30,Female,2024-05-18,Active
C01011,Liam,Williams,liam.williams552@email.com,+1-656-793-2431,1996-05-30,Female,2023-07-26,Active
C01012,Joseph,Hernandez,joseph.hernandez618@email.com,+1-819-623-1918,1983-06-03,Female,2023-02-18,Active
C01013,William,Thompson,william.thompson875@email.com,+1-637-478-7326,1990-06-01,Male,2023-12-16,Active
C01014,Emily,Lopez,emily.lopez316@email.com,+1-656-995-2435,1952-06-10,Other,2024-05-25,Active
C01015,Avery,White,avery.white426@email.com,+1-653-395-3683,1951-06-11,Other,2023-10-24,Active
C01016,Sofia,Jones,sofia.jones856@email.com,+1-801-712-2410,1989-06-01,Male,2024-08-06,Active
C01017,Ella,Ramirez,ella.ramirez538@email.com,+1-543-167-7156,1982-06-03,Male,2024-10-02,Active
C01018,Henry,Wilson,henry.wilson180@email.com,+1-769-573-3243,1955-06-10,Male,2024-06-10,Active
C01019,Elizabeth,Martinez,elizabeth.martinez568@email.com,+1-702-143-5947,1977-06-04,Female,2023-05-12,Active
C01020,Sebastian,White,sebastian.white475@email.com,+1-429-127-1040,1989-06-01,Female,2024-07-27,Active
C01021,Ella,Brown,ella.brown670@email.com,+1-881-394-7834,1964-06-07,Female,2024-07-01,Active
C01022,Lucas,Smith,lucas.smith123@email.com,+1-983-383-9078,1961-06-08,Other,2024-10-24,Active
C01023,Daniel,Jackson,daniel.jackson493@email.com,+1-779-546-5225,1978-06-04,Other,2023-03-29,Active
C01024,Mason,Lopez,mason.lopez525@email.com,+1-950-689-1287,1971-06-06,Male,2024-04-10,Active
C01025,Noah,Jones,noah.jones328@email.com,+1-672-999-3219,2005-05-28,Male,2024-01-01,Active
C01026,Henry,Lopez,henry.lopez430@email.com,+1-851-464-1798,1975-06-05,Female,2024-03-10,Active
C01027,Ava,Taylor,ava.taylor199@email.com,+1-984-743-4002,1960-06-08,Other,2024-09-26,Active
C01028,Mia,Moore,mia.moore331@email.com,+1-523-946-5932,1964-06-07,Other,2024-03-29,Active
C01029,Daniel,Brown,daniel.brown548@email.com,+1-793-460-3354,1975-06-05,Male,2024-12-18,Active
C01030,Evelyn,Lopez,evelyn.lopez798@email.com,+1-696-521-6575,1995-05-31,Male,2024-07-18,Active
C01031,William,Taylor,william.taylor227@email.com,+1-392-914-9612,1973-06-05,Other,2023-07-06,Active
C01032,Mason,Wilson,mason.wilson472@email.com,+1-278-219-3150,1986-06-02,Female,2024-12-14,Active
C01033,Alexander,Thompson,alexander.thompson372@email.com,+1-342-936-8240,1960-06-08,Other,2023-04-30,Active
C01034,Michael,Garcia,michael.garcia727@email.com,+1-511-129-2943,1954-06-10,Male,2024-05-18,Active
C01035,William,Thompson,william.thompson233@email.com,+1-514-228-4438,1981-06-03,Male,2024-08-20,Active
C01036,Mason,Williams,mason.williams20@email.com,+1-993-595-8065,2002-05-29,Male,2024-11-18,Active
C01037,Olivia,Sanchez,olivia.sanchez676@email.com,+1-725-707-1971,1992-05-31,Male,2023-09-08,Active
C01038,Olivia,Williams,olivia.williams309@email.com,+1-883-110-2581,1995-05-31,Other,2024-08-27,Active
C01039,John,Lewis,john.lewis205@email.com,+1-389-786-6759,1999-05-30,Male,2024-12-02,Active
C01040,Henry,Jackson,henry.jackson357@email.com,+1-560-264-9202,1976-06-04,Male,2023-04-14,Active
C01041,Chloe,Williams,chloe.williams102@email.com,+1-792-881-1229,1963-06-08,Male,2023-07-09,Active
C01042,Charlotte,Martinez,charlotte.martinez176@email.com,+1-972-650-1070,1976-06-04,Male,2024-09-21,Active
C01043,Ella,Lopez,ella.lopez715@email.com,+1-803-289-8203,1997-05-30,Male,2023-02-11,Active
C01044,Emily,Gonzalez,emily.gonzalez435@email.com,+1-419-626-4728,1960-06-08,Male,2023-11-10,Active
C01045,Abigail,Brown,abigail.brown478@email.com,+1-312-632-3226,1963-06-08,Female,2023-08-12,Active
C01046,Evelyn,Moore,evelyn.moore740@email.com,+1-241-184-6375,1984-06-02,Male,2023-08-14,Active
C01047,Evelyn,Anderson,evelyn.anderson615@email.com,+1-953-419-8273,1982-06-03,Other,2024-05-14,Active
C01048,Evelyn,Ramirez,evelyn.ramirez439@email.com,+1-393-977-2140,1985-06-02,Other,2023-09-01,Active
C01049,James,Smith,james.smith691@email.com,+1-703-788-2723,1975-06-05,Female,2023-11-22,Active
C01050,Ethan,Brown,ethan.brown147@email.com,+1-604-510-2666,1985-06-02,Male,2024-07-12,Active
C01051,Charlotte,Hernandez,charlotte.hernandez206@email.com,+1-809-964-7623,1955-06-10,Male,2024-08-28,Active
C01052,Jackson,White,jackson.white512@email.com,+1-485-883-5472,1986-06-02,Female,2023-03-13,Active
C01053,Ella,Perez,ella.perez618@email.com,+1-614-596-9379,1959-06-09,Male,2024-03-21,Active
C01054,David,Brown,david.brown126@email.com,+1-456-601-9147,2000-05-29,Other,2024-05-09,Active
C01055,Liam,Brown,liam.brown756@email.com,+1-254-950-2117,2007-05-28,Other,2023-08-09,Active
C01056,James,Gonzalez,james.gonzalez620@email.com,+1-895-434-3502,1969-06-06,Other,2024-02-25,Active
C01057,Sophia,Harris,sophia.harris79@email.com,+1-876-869-9518,1996-05-30,Female,2023-08-15,Active
C01058,Evelyn,Perez,evelyn.perez510@email.com,+1-702-616-5287,1957-06-09,Female,2023-06-25,Active
C01059,Grace,Moore,grace.moore19@email.com,+1-982-132-8051,1980-06-03,Female,2024-09-01,Active
C01060,Abigail,Ramirez,abigail.ramirez386@email.com,+1-653-570-1589,1973-06-05,Male,2024-11-28,Active
C01061,Alexander,Lewis,alexander.lewis724@email.com,+1-368-603-8056,1963-06-08,Female,2024-08-16,Active
C01062,Elizabeth,Thomas,elizabeth.thomas783@email.com,+1-312-682-9037,1965-06-07,Other,2023-02-25,Active
C01063,Grace,Jackson,grace.jackson482@email.com,+1-687-675-3560,1983-06-03,Male,2023-08-01,Active
C01064,Harper,Thomas,harper.thomas606@email.com,+1-586-731-6779,2005-05-28,Female,2024-03-15,Active
C01065,Liam,Jackson,liam.jackson47@email.com,+1-331-957-7003,1971-06-06,Other,2024-01-09,Active
C01066,Liam,Harris,liam.harris913@email.com,+1-840-449-7235,1986-06-02,Female,2024-09-23,Active
C01067,Emily,Wilson,emily.wilson360@email.com,+1-257-777-5001,1967-06-07,Male,2024-04-22,Active
C01068,Alexander,Jackson,alexander.jackson87@email.com,+1-904-167-5995,1998-05-30,Female,2024-09-05,Active
C01069,Liam,Moore,liam.moore334@email.com,+1-238-571-7921,1951-06-11,Other,2023-05-30,Active
C01070,Sofia,Rodriguez,sofia.rodriguez21@email.com,+1-912-580-1364,1972-06-05,Female,2024-02-11,Active
C01071,Elizabeth,Hernandez,elizabeth.hernandez587@email.com,+1-300-927-9001,1965-06-07,Other,2024-09-20,Active
C01072,Benjamin,Hernandez,benjamin.hernandez509@email.com,+1-714-930-6563,1989-06-01,Other,2024-07-14,Active
C01073,Daniel,Wilson,daniel.wilson207@email.com,+1-708-750-2234,1990-06-01,Male,2023-07-02,Active
C01074,Harper,Johnson,harper.johnson305@email.com,+1-787-511-4700,2003-05-29,Other,2023-04-02,Active
C01075,John,Brown,john.brown607@email.com,+1-544-379-2102,1978-06-04,Other,2023-05-31,Active
C01076,Jackson,Miller,jackson.miller356@email.com,+1-278-767-5945,1981-06-03,Female,2023-08-03,Active
C01077,Grace,Hernandez,grace.hernandez205@email.com,+1-624-511-5116,1979-06-04,Other,2023-04-02,Active
C01078,Sebastian,Garcia,sebastian.garcia903@email.com,+1-219-742-9457,1977-06-04,Other,2024-06-23,Active
C01079,Benjamin,Perez,benjamin.perez986@email.com,+1-960-578-5389,1957-06-09,Other,2023-03-19,Active
C01080,Andrew,Ramirez,andrew.ramirez788@email.com,+1-644-679-1981,1985-06-02,Male,2023-07-16,Active
C01081,David,Jones,david.jones247@email.com,+1-354-864-5919,1988-06-01,Female,2023-10-13,Active
C01082,Ava,Lee,ava.lee209@email.com,+1-622-373-5702,1992-05-31,Male,2023-03-11,Active
C01083,Victoria,Davis,victoria.davis416@email.com,+1-444-216-3456,1993-05-31,Male,2024-06-18,Active
C01084,Alexander,Anderson,alexander.anderson498@email.com,+1-773-546-7914,1996-05-30,Male,2023-03-10,Active
C01085,Mia,Rodriguez,mia.rodriguez140@email.com,+1-229-364-5551,1997-05-30,Other,2023-02-26,Active
C01086,Olivia,White,olivia.white498@email.com,+1-220-156-2375,1989-06-01,Other,2024-02-14,Active
C01087,Ava,Lewis,ava.lewis979@email.com,+1-616-472-2479,1955-06-10,Other,2023-11-21,Active
C01088,Isabella,Davis,isabella.davis115@email.com,+1-784-852-9196,1966-06-07,Other,2024-08-30,Active
C01089,John,Harris,john.harris954@email.com,+1-737-357-9133,1970-06-06,Male,2024-09-30,Active
C01090,Mason,Harris,mason.harris827@email.com,+1-520-437-7388,1995-05-31,Female,2024-05-04,Active
C01091,William,Brown,william.brown180@email.com,+1-419-381-8200,1953-06-10,Female,2023-11-09,Active
C01092,John,Johnson,john.johnson503@email.com,+1-746-483-2850,1981-06-03,Other,2024-02-11,Active
C01093,Ella,Perez,ella.perez253@email.com,+1-484-903-3374,1963-06-08,Female,2023-12-26,Active
C01094,Daniel,Clark,daniel.clark316@email.com,+1-221-760-1570,1964-06-07,Male,2023-02-22,Active
C01095,Lucas,Rodriguez,lucas.rodriguez566@email.com,+1-593-416-6945,1974-06-05,Male,2023-01-30,Active
C01096,Lucas,Ramirez,lucas.ramirez454@email.com,+1-597-108-7438,2003-05-29,Female,2024-04-14,Active
C01097,Lucas,Martinez,lucas.martinez216@email.com,+1-364-549-6196,1958-06-09,Female,2023-03-13,Active
C01098,Olivia,Rodriguez,olivia.rodriguez888@email.com,+1-282-942-9055,1982-06-03,Other,2023-09-06,Active
C01099,Michael,Thompson,michael.thompson433@email.com,+1-302-944-3627,1976-06-04,Female,2023-01-16,Active
C01100,Ava,Lopez,ava.lopez431@email.com,+1-816-846-9973,1964-06-07,Female,2024-02-01,Active
C01101,Liam,Harris,liam.harris54@email.com,+1-856-756-4010,1958-06-09,Female,2023-03-27,Active
C01102,Isabella,Smith,isabella.smith411@email.com,+1-404-743-6006,2003-05-29,Other,2024-02-14,Active
C01103,Mason,Garcia,mason.garcia256@email.com,+1-728-830-3131,1982-06-03,Other,2023-05-03,Active
C01104,Abigail,Anderson,abigail.anderson490@email.com,+1-952-236-5270,1971-06-06,Other,2024-07-07,Active
C01105,Abigail,Sanchez,abigail.sanchez289@email.com,+1-403-186-7791,1983-06-03,Male,2023-12-21,Active
C01106,Elizabeth,Clark,elizabeth.clark906@email.com,+1-784-329-1339,1967-06-07,Other,2024-12-08,Active
C01107,Andrew,Lee,andrew.lee235@email.com,+1-291-573-4248,1954-06-10,Other,2024-04-07,Active
C01108,Mia,Johnson,mia.johnson411@email.com,+1-832-539-5262,1985-06-02,Male,2024-08-01,Active
C01109,Mia,Jackson,mia.jackson121@email.com,+1-214-835-9615,1956-06-09,Female,2023-10-13,Active
C01110,Joseph,Brown,joseph.brown230@email.com,+1-930-308-4121,1961-06-08,Female,2024-04-03,Active
C01111,Joseph,Gonzalez,joseph.gonzalez134@email.com,+1-641-976-4385,1956-06-09,Male,2023-04-27,Active
C01112,Evelyn,White,evelyn.white694@email.com,+1-393-528-3955,2007-05-28,Male,2023-11-09,Active
C01113,Evelyn,Rodriguez,evelyn.rodriguez242@email.com,+1-832-561-5068,1965-06-07,Other,2023-12-19,Active
C01114,David,Williams,david.williams11@email.com,+1-680-236-6296,1965-06-07,Female,2023-01-22,Active
C01115,Benjamin,Thompson,benjamin.thompson393@email.com,+1-925-533-5198,1973-06-05,Male,2024-10-18,Active
C01116,Noah,Johnson,noah.johnson341@email.com,+1-440-582-6804,1957-06-09,Other,2023-04-21,Active
C01117,Victoria,Thompson,victoria.thompson767@email.com,+1-246-105-5155,1984-06-02,Other,2023-08-03,Active
C01118,Alexander,Gonzalez,alexander.gonzalez688@email.com,+1-579-235-1673,1992-05-31,Male,2023-05-17,Active
C01119,Mia,Taylor,mia.taylor505@email.com,+1-547-998-8669,1988-06-01,Male,2024-08-18,Active
C01120,Samuel,Wilson,samuel.wilson146@email.com,+1-466-219-6132,1977-06-04,Male,2024-11-16,Active
C01121,Henry,White,henry.white370@email.com,+1-640-389-5312,1975-06-05,Female,2023-04-14,Active
C01122,Abigail,Wilson,abigail.wilson915@email.com,+1-368-423-9049,1954-06-10,Other,2024-07-30,Active
C01123,Avery,Johnson,avery.johnson194@email.com,+1-352-155-4766,1978-06-04,Male,2024-06-27,Active
C01124,Harper,Garcia,harper.garcia723@email.com,+1-678-546-2900,1980-06-03,Male,2023-08-13,Active
C01125,Emily,Thompson,emily.thompson575@email.com,+1-696-568-9077,1953-06-10,Other,2024-09-07,Active
C01126,William,Brown,william.brown358@email.com,+1-295-308-5654,1961-06-08,Male,2024-06-30,Active
C01127,Scarlett,Clark,scarlett.clark280@email.com,+1-776-779-4479,1975-06-05,Male,2023-05-14,Active
C01128,Chloe,Garcia,chloe.garcia427@email.com,+1-278-352-9161,1952-06-10,Male,2023-02-07,Active
C01129,Michael,Smith,michael.smith292@email.com,+1-897-796-2998,1971-06-06,Female,2023-11-24,Active
C01130,Sophia,Clark,sophia.clark332@email.com,+1-357-129-2328,1966-06-07,Other,2023-09-17,Active
C01131,Ella,Anderson,ella.anderson644@email.com,+1-475-708-1095,1967-06-07,Male,2024-01-29,Active
C01132,Andrew,Anderson,andrew.anderson333@email.com,+1-949-851-3118,1957-06-09,Male,2024-05-29,Active
C01133,Evelyn,Hernandez,evelyn.hernandez818@email.com,+1-256-861-2158,1984-06-02,Other,2023-06-20,Active
C01134,Ethan,Gonzalez,ethan.gonzalez262@email.com,+1-382-345-7535,1954-06-10,Male,2024-10-01,Active
C01135,Benjamin,Garcia,benjamin.garcia398@email.com,+1-998-512-5668,1999-05-30,Other,2023-03-10,Active
C01136,Mason,Martinez,mason.martinez503@email.com,+1-642-853-6080,2000-05-29,Other,2023-01-30,Active
C01137,Emily,Perez,emily.perez99@email.com,+1-576-624-4274,1952-06-10,Female,2023-08-18,Active
C01138,Elizabeth,Thomas,elizabeth.thomas275@email.com,+1-776-714-7931,1957-06-09,Female,2024-09-30,Active
C01139,Daniel,Martin,daniel.martin191@email.com,+1-644-745-7979,1976-06-04,Male,2024-09-27,Active
C01140,Michael,Anderson,michael.anderson693@email.com,+1-429-763-3540,1968-06-06,Other,2023-08-12,Active
C01141,Samuel,Williams,samuel.williams298@email.com,+1-679-547-2297,1999-05-30,Female,2023-08-30,Active
C01142,Isabella,Perez,isabella.perez925@email.com,+1-507-961-5073,1990-06-01,Female,2023-07-15,Active
C01143,Chloe,Johnson,chloe.johnson565@email.com,+1-278-146-9411,1981-06-03,Other,2024-09-12,Active
C01144,Sofia,Brown,sofia.brown476@email.com,+1-876-837-5151,1971-06-06,Female,2024-01-03,Active
C01145,Ethan,Harris,ethan.harris516@email.com,+1-216-216-8583,1955-06-10,Male,2024-07-01,Active
C01146,Matthew,Johnson,matthew.johnson86@email.com,+1-626-997-5876,1962-06-08,Other,2024-02-14,Active
